"V1","V2"
1.33035589854399,0.96417539214202
2.44863892175168,1.85697699138004
3.03626620192178,3.23881280059945
0.957359715155497,0.715582602632736
1.62768323998606,2.04037034396778
2.77286501650342,3.0683994870249
0.890620196018244,1.32015608093535
2.05004129702325,2.06064885371393
2.87169525562877,3.11210403842019
0.968032824042718,0.844165239654504
2.22056587842964,2.08839973028578
3.04329420564006,3.31020676045661
1.28114276553926,1.37613523851706
1.97653626711223,1.81249332880224
3.05056808009943,3.04457502715525
1.00523486990754,1.04053150785682
2.26468011219504,2.10450124847593
2.8529146047421,3.02467571964024
1.05674584991725,1.06043441048003
1.98627584283035,1.99510121535362
2.80993824493171,3.1560218920305
0.949809763365921,0.805715541579901
2.02373403057894,2.15022041810507
2.73334137532131,3.57397514535093
0.700958988573498,0.967904923137962
1.75869533028119,1.98061389375824
2.65360974560214,2.67866044820709
0.814780399887708,0.99262670304586
1.96430350191103,2.03125615989449
3.56045950384162,3.25524393826554
0.747028662474031,0.788988368560232
1.901281348549,2.1871595899968
3.26908397855965,3.13844791812807
0.791015336883651,0.94554129844989
2.23665317449077,2.211153526876
3.26387090211336,2.86998009761248
1.21429896529156,0.887403642574889
1.89624175640651,2.20095424780321
2.74282947547523,2.97601877607077
1.48838299057051,0.687669212579568
1.95638885057592,2.04389726695536
3.09863650705956,3.01647393457855
1.2104159697135,1.13529296000263
2.15672624347479,1.75662131301216
2.94580603348835,2.84579937225091
0.862250784422998,1.13235559992139
2.04448792073481,2.25177413882504
2.99247614314232,2.88617129788344
0.865936220694169,0.626517802326559
2.05182462220705,2.05879073777079
2.93230271929224,2.68773148600205
1.0093354780335,0.935386212322941
2.06548863807821,1.87924563946868
3.11674561761061,2.86317073615884
1.04425457231078,1.64988400566052
1.87861044872318,2.21097853557547
3.05583179724467,3.06181926960134
0.720997198985021,1.13749968161556
1.94575124460644,1.83434118312489
3.14803874999099,3.23773449086033
1.42500111479823,0.933516751564745
2.13973514513527,1.97384279818847
2.92530910446917,3.07656458748289
1.1373283269944,1.40695641614034
2.11537626553176,1.92216476800662
2.87824624647846,2.72367531822559
0.77301854019058,0.938173027914026
2.07604962252447,1.87989819790485
2.9843279257861,3.17545133343643
0.828408588175499,0.682839322786941
1.87957041354661,1.63830830024494
3.2874959403356,3.1411185909072
1.16435497548956,0.699375519386866
1.98619064934622,1.87785396160389
3.07391836996259,3.18720145938163
0.804045101312486,0.859376833622386
1.61406025911272,1.79495876377922
2.99714762966723,3.0164545294468
1.15179835049365,1.23460311654773
1.94572622188547,1.72230404982285
